PM1.0,PM2.5,PM10,D.3,D.5,D1.0,D2.5,D5.0,D10,T,H
128,159,168,20052,6226,736,41,10,3,19.60,48.90
127,157,165,19770,6117,731,37,9,3,19.60,48.90
124,157,164,19458,6011,754,42,9,3,19.60,49.00
120,153,161,19026,5866,723,42,9,3,19.60,48.90
117,150,158,18552,5696,723,46,10,3,19.60,48.90
114,146,153,18108,5547,699,43,8,4,19.60,48.90
112,145,151,17967,5512,675,43,5,3,19.60,48.90
110,143,149,17712,5432,659,43,5,3,19.60,48.90
108,140,145,17442,5336,658,40,5,2,19.70,48.80
109,140,144,17484,5363,643,36,4,2,19.70,48.90
109,138,143,17301,5323,643,33,4,1,19.60,48.90
109,138,143,17301,5323,643,33,4,1,19.60,48.80
109,138,143,17301,5323,643,33,4,1,19.70,48.80
107,135,140,17088,5256,618,33,4,1,19.60,48.90
107,135,140,17088,5256,618,33,4,1,19.60,48.80
107,135,140,17088,5256,618,33,4,1,19.60,48.80
108,134,141,17262,5287,608,33,7,1,19.60,48.70
108,134,141,17262,5287,608,33,7,1,19.60,48.70
108,134,141,17262,5287,608,33,7,1,19.60,48.80
108,134,141,17205,5274,610,37,8,1,19.70,48.80
108,134,141,17205,5274,610,37,8,1,19.60,48.70
108,134,141,17205,5274,610,37,8,1,19.60,48.60
108,134,141,17088,5269,605,37,7,1,19.60,48.80
108,134,141,17088,5269,605,37,7,1,19.60,48.80
108,134,141,17088,5269,605,37,7,1,19.60,48.80
107,133,141,17001,5235,617,38,9,3,19.60,48.80
107,133,141,17001,5235,617,38,9,3,19.60,48.70
107,133,141,17001,5235,617,38,9,3,19.60,48.80
106,131,139,16884,5178,621,33,9,3,19.60,48.80
106,131,139,16884,5178,621,33,9,3,19.60,48.70
106,131,139,16884,5178,621,33,9,3,19.60,48.70
106,130,139,16848,5163,638,33,9,3,19.70,48.80
106,130,139,16848,5163,638,33,9,3,19.60,48.80
106,130,139,16848,5163,638,33,9,3,19.60,48.70
105,129,138,16689,5111,626,38,9,4,19.60,48.70
105,129,138,16689,5111,626,38,9,4,19.60,48.70
105,129,138,16689,5111,626,38,9,4,19.60,48.70
104,127,138,16515,5055,621,40,10,5,19.60,48.70
104,127,138,16515,5055,621,40,10,5,19.60,48.70
104,127,138,16515,5055,621,40,10,5,19.60,48.60
104,128,138,16695,5108,618,38,9,5,19.70,48.80
105,129,138,16770,5141,616,38,9,5,19.60,48.70
103,128,135,16386,5052,609,35,6,5,19.60,48.80
104,130,137,16539,5106,621,31,6,6,19.70,48.80
104,129,136,16635,5116,609,27,6,6,19.60,48.70
103,126,130,16665,5116,600,22,4,4,19.70,48.70
102,127,133,16719,5141,610,25,5,4,19.60,48.70
105,130,137,17064,5267,622,29,6,4,19.60,48.70
109,136,142,17223,5321,612,22,6,4,19.60,48.70
110,138,142,17367,5365,626,22,5,3,19.70,48.70
112,139,146,17520,5389,645,29,6,4,19.60,48.70
113,141,147,17853,5484,665,29,6,4,19.70,48.70
119,147,154,18711,5748,701,29,6,4,19.60,48.70
120,147,153,18951,5797,684,28,5,3,19.70,48.80
120,148,154,19128,5860,684,28,5,3,19.70,48.70
123,152,157,19557,6015,695,30,4,2,19.60,48.70
123,152,157,19557,6015,695,30,4,2,19.60,48.80
123,152,157,19557,6015,695,30,4,2,19.60,48.90
127,153,158,19809,6093,688,27,3,2,19.60,48.70
127,153,158,19809,6093,688,27,3,2,19.60,48.70
127,153,158,19809,6093,688,27,3,2,19.60,48.70
128,154,159,19998,6141,695,27,5,2,19.60,48.90
128,154,159,19998,6141,695,27,5,2,19.60,48.90
128,154,159,19998,6141,695,27,5,2,19.60,48.80
129,156,160,20334,6258,708,27,4,1,19.70,48.80
129,156,160,20334,6258,708,27,4,1,19.60,48.90
129,156,160,20334,6258,708,27,4,1,19.60,48.90
131,158,162,20496,6303,697,30,4,1,19.60,48.90
131,158,162,20496,6303,697,30,4,1,19.60,48.80
131,158,162,20496,6303,697,30,4,1,19.70,48.90
131,158,161,20583,6337,693,23,3,0,19.60,48.80
129,156,159,20583,6337,693,23,3,0,19.60,48.90
129,156,159,20583,6337,693,23,3,0,19.70,48.90
129,156,159,20643,6356,697,22,3,0,19.60,48.80
131,158,161,20643,6356,697,22,3,0,19.60,48.70
131,158,161,20643,6356,697,22,3,0,19.60,48.90
128,152,157,20037,6165,651,22,6,3,19.70,48.90
128,152,157,20037,6165,651,22,6,3,19.60,48.90
128,152,157,20037,6165,651,22,6,3,19.70,48.70
127,152,157,19977,6152,669,22,6,3,19.60,48.80
127,152,157,19977,6152,669,22,6,3,19.60,48.80
127,152,157,19977,6152,669,22,6,3,19.70,48.90
127,152,158,19881,6126,681,24,9,4,19.70,48.90
127,152,158,19881,6126,681,24,9,4,19.60,48.90
127,152,158,19881,6126,681,24,9,4,19.60,48.80
126,150,156,19836,6105,667,22,10,4,19.70,48.80
126,150,156,19836,6105,667,22,10,4,19.70,48.90
126,150,156,19836,6105,667,22,10,4,19.60,48.80
125,149,156,19713,6056,669,22,10,4,19.60,48.80
125,149,156,19713,6056,669,22,10,4,19.70,48.80
125,149,156,19713,6056,669,22,10,4,19.60,48.80
124,148,153,19443,5967,657,17,7,4,19.60,48.80
124,148,153,19443,5967,657,17,7,4,19.70,48.90
124,148,153,19443,5967,657,17,7,4,19.60,48.90
122,147,153,19362,5923,671,19,7,4,19.60,48.80
122,147,153,19362,5923,671,19,7,4,19.70,48.80
122,147,153,19362,5923,671,19,7,4,19.70,48.90
124,149,156,19524,5981,697,18,7,4,19.60,48.80
124,149,156,19524,5981,697,18,7,4,19.60,48.80
124,149,156,19524,5981,697,18,7,4,19.60,48.90
122,147,154,19473,5954,682,18,8,5,19.70,48.80
122,147,154,19473,5954,682,18,8,5,19.70,48.90
122,147,154,19473,5954,682,18,8,5,19.70,48.90
122,149,156,19434,5945,711,19,8,5,19.60,48.80
122,149,156,19434,5945,711,19,8,5,19.70,48.80
122,149,156,19434,5945,711,19,8,5,19.70,48.80
122,152,157,19677,6000,749,17,5,2,19.60,48.90
122,152,157,19677,6000,749,17,5,2,19.70,48.80
122,152,157,19677,6000,749,17,5,2,19.60,48.90
122,154,159,19731,6041,754,22,6,2,19.60,48.80
122,154,159,19731,6041,754,22,6,2,19.70,48.80
122,154,159,19731,6041,754,22,6,2,19.70,48.80
121,152,156,19878,6091,748,22,4,2,19.60,48.90
121,152,156,19878,6091,748,22,4,2,19.60,48.90
121,152,156,19878,6091,748,22,4,2,19.60,48.80
120,152,155,19719,6042,750,22,3,2,19.60,48.80
125,159,162,19719,6042,750,22,3,2,19.60,48.80
125,159,162,19719,6042,750,22,3,2,19.60,48.80
126,161,165,19911,6105,748,27,4,3,19.70,48.80
122,156,160,19911,6105,748,27,4,3,19.70,48.80
122,156,160,19911,6105,748,27,4,3,19.60,48.80
122,157,161,19917,6112,760,28,4,3,19.70,48.80
122,157,161,19917,6112,760,28,4,3,19.60,48.80
122,157,161,19917,6112,760,28,4,3,19.60,48.90
123,158,161,20106,6173,762,28,4,3,19.60,48.80
123,158,161,20106,6173,762,28,4,3,19.70,48.80
123,158,161,20106,6173,762,28,4,3,19.60,48.80
121,154,158,19734,6067,755,23,4,3,19.60,48.80
121,154,158,19734,6067,755,23,4,3,19.70,48.80
121,154,158,19734,6067,755,23,4,3,19.60,48.90
120,154,156,19467,5994,769,23,3,2,19.60,48.80
120,154,156,19467,5994,769,23,3,2,19.70,48.80
120,154,156,19467,5994,769,23,3,2,19.60,48.90
118,149,153,19113,5884,729,28,3,2,19.60,48.80
118,149,153,19113,5884,729,28,3,2,19.60,48.90
118,149,153,19113,5884,729,28,3,2,19.60,48.80
117,147,151,18870,5821,717,27,3,2,19.60,48.80
117,147,151,18870,5821,717,27,3,2,19.60,48.70
118,148,152,18870,5821,717,27,3,2,19.60,48.90
119,149,153,18957,5831,723,27,2,2,19.60,48.80
119,149,152,18933,5805,736,25,1,1,19.60,48.70
121,152,156,19194,5883,766,29,2,1,19.60,48.80
120,151,155,19026,5839,766,29,2,0,19.70,48.80
121,151,156,19275,5885,754,31,2,0,19.60,48.70
121,150,154,19137,5838,738,28,2,0,19.60,48.90
122,151,155,19254,5882,726,28,2,0,19.60,48.80
124,152,156,19419,5951,714,26,3,0,19.70,48.90
125,153,159,19563,6019,713,26,6,1,19.70,48.90
126,154,162,19746,6068,723,29,7,2,19.60,48.90
126,153,161,19707,6063,717,27,8,2,19.60,48.80
123,150,160,19758,6096,719,32,11,5,19.60,48.80
122,150,159,19677,6072,704,32,11,6,19.60,48.80
122,150,159,19677,6072,704,32,11,6,19.60,48.90
122,150,159,19677,6072,704,32,11,6,19.60,48.80
130,158,168,19902,6148,704,28,11,6,19.60,48.80
130,158,168,19902,6148,704,28,11,6,19.60,48.90
130,158,168,19902,6148,704,28,11,6,19.60,48.80
125,150,160,19713,6102,689,26,11,6,19.60,48.70
125,150,160,19713,6102,689,26,11,6,19.70,48.90
125,150,160,19713,6102,689,26,11,6,19.60,48.80
123,149,160,19566,6049,691,31,12,6,19.70,48.80
123,149,160,19566,6049,691,31,12,6,19.60,48.80
123,149,160,19566,6049,691,31,12,6,19.60,48.80
124,150,163,19608,6044,693,34,15,6,19.70,48.80
124,150,163,19608,6044,693,34,15,6,19.60,48.70
124,150,163,19608,6044,693,34,15,6,19.70,48.80
123,149,161,19929,6106,706,34,14,6,19.60,48.90
123,149,161,19929,6106,706,34,14,6,19.60,48.80
123,149,161,19929,6106,706,34,14,6,19.60,48.80
123,150,160,20073,6135,726,31,12,5,19.60,48.90
127,155,165,20073,6135,726,31,12,5,19.60,48.80
127,155,165,20073,6135,726,31,12,5,19.70,48.80
127,154,167,20052,6117,704,38,17,5,19.70,48.80
125,152,165,20052,6117,704,38,17,5,19.60,48.90
125,152,165,20052,6117,704,38,17,5,19.60,48.90
124,150,162,19917,6059,691,35,16,5,19.60,48.90
124,150,162,19917,6059,691,35,16,5,19.60,48.70
124,150,162,19917,6059,691,35,16,5,19.60,48.90
123,148,159,19737,6004,667,34,13,2,19.60,48.90
122,147,158,19737,6004,667,34,13,2,19.60,48.80
122,147,158,19737,6004,667,34,13,2,19.60,48.80
122,148,157,19644,5974,665,39,13,1,19.60,48.80
123,149,158,19644,5974,665,39,13,1,19.60,48.90
123,149,158,19644,5974,665,39,13,1,19.60,48.80
120,145,155,19083,5791,657,39,13,2,19.70,48.80
118,144,156,18762,5691,664,44,16,3,19.60,48.70
116,143,154,18561,5626,661,40,16,3,19.60,48.80
115,141,152,18312,5543,652,42,16,4,19.60,48.70
111,137,148,17664,5369,627,42,17,4,19.60,48.70
107,132,143,17214,5229,598,39,16,4,19.70,48.70
105,129,136,16797,5121,576,30,10,3,19.60,48.70
102,125,132,16266,4973,561,30,10,3,19.70,48.70
101,123,130,15942,4864,542,25,10,3,19.60,48.60
98,119,125,15564,4753,522,15,9,3,19.60,48.60
98,118,124,15555,4753,527,15,9,2,19.60,48.60
98,120,124,15600,4782,542,15,6,1,19.60,48.60
98,119,124,15513,4776,535,17,8,1,19.60,48.60
99,121,126,15690,4839,544,18,8,1,19.60,48.60
98,122,127,15801,4883,564,20,7,1,19.60,48.50
98,123,129,15903,4921,563,25,8,2,19.70,48.60
98,123,129,15903,4921,563,25,8,2,19.70,48.60
99,124,130,15903,4921,563,25,8,2,19.60,48.60
99,125,130,15927,4921,561,24,8,2,19.60,48.60
99,125,130,15927,4921,561,24,8,2,19.60,48.60
98,124,129,15927,4921,561,24,8,2,19.60,48.50
97,123,128,15741,4868,549,27,9,2,19.60,48.60
93,120,126,15198,4705,560,27,9,2,19.60,48.60
92,119,125,14913,4622,548,27,9,2,19.60,48.50
91,119,124,14697,4554,543,29,8,2,19.60,48.50
88,113,118,14214,4414,501,23,8,2,19.60,48.50
85,109,112,13731,4259,455,20,5,2,19.60,48.40
80,102,104,12834,3988,417,15,2,1,19.60,48.50
76,96,98,12192,3786,383,13,2,1,19.60,48.40
73,90,91,11676,3614,366,11,1,0,19.60,48.40
69,85,87,11049,3424,361,12,1,0,19.60,48.40
67,83,84,10680,3312,359,9,0,0,19.60,48.40
67,82,84,10623,3293,328,10,1,0,19.60,48.30
64,78,79,10092,3122,316,10,1,0,19.60,48.30
64,78,79,10092,3122,316,10,1,0,19.60,48.30
64,78,79,10092,3122,316,10,1,0,19.70,48.20
59,71,73,9402,2895,283,7,1,0,19.60,48.10
59,71,73,9402,2895,283,7,1,0,19.70,48.00
59,71,73,9402,2895,283,7,1,0,19.60,48.00
56,69,71,8952,2750,276,12,2,1,19.70,48.00
53,65,67,8415,2585,278,12,2,1,19.60,47.90
52,63,65,8265,2531,275,12,2,1,19.60,47.80
48,60,62,7860,2402,270,14,3,1,19.60,47.90
45,56,59,7437,2274,258,11,3,1,19.60,47.80
44,55,57,7185,2211,256,10,3,1,19.60,47.70
44,54,56,7074,2175,241,10,3,1,19.60,47.70
42,53,55,6768,2085,251,10,2,1,19.60,47.70
41,52,53,6666,2056,243,10,2,1,19.60,47.70
41,52,54,6672,2066,240,10,2,1,19.60,47.70
40,50,51,6441,1995,231,6,2,0,19.60,47.60
40,50,52,6567,2022,237,6,2,0,19.60,47.50
39,49,52,6384,1971,235,6,3,0,19.60,47.50
39,49,52,6384,1971,235,6,3,0,19.60,47.60
39,49,52,6384,1971,235,6,3,0,19.60,47.50
37,47,49,6156,1896,228,4,2,0,19.70,47.50
37,47,49,6156,1896,228,4,2,0,19.60,47.40
37,47,49,6156,1896,228,4,2,0,19.70,47.60
36,46,48,5988,1852,231,5,2,0,19.70,47.40
36,46,48,5988,1852,231,5,2,0,19.60,47.50
36,46,48,5988,1852,231,5,2,0,19.60,47.50
35,45,46,5850,1796,214,5,2,0,19.60,47.40
35,45,46,5850,1796,214,5,2,0,19.70,47.40
35,45,46,5850,1796,214,5,2,0,19.60,47.40
35,44,45,5787,1757,214,5,2,0,19.60,47.40
35,44,45,5787,1757,214,5,2,0,19.60,47.40
35,44,45,5787,1757,214,5,2,0,19.60,47.30
34,42,44,5649,1704,199,7,2,0,19.60,47.40
33,41,43,5649,1704,199,7,2,0,19.60,47.30
33,41,43,5649,1704,199,7,2,0,19.60,47.20
31,40,42,5460,1652,199,7,2,0,19.60,47.30
32,41,43,5460,1652,199,7,2,0,19.60,47.30
32,41,43,5460,1652,199,7,2,0,19.60,47.30
31,39,41,5196,1574,192,7,2,0,19.60,47.30
31,39,41,5196,1574,192,7,2,0,19.60,47.20
30,38,40,5196,1574,192,7,2,0,19.60,47.20
30,38,40,5160,1562,187,9,2,0,19.60,47.20
30,38,40,5160,1562,187,9,2,0,19.60,47.20
31,39,41,5160,1562,187,9,2,0,19.70,47.10
29,37,39,4866,1480,177,9,2,0,19.60,47.10
29,37,39,4866,1480,177,9,2,0,19.60,47.10
29,37,39,4866,1480,177,9,2,0,19.70,46.90
29,35,36,4662,1417,176,8,1,0,19.60,47.10
29,35,36,4662,1417,176,8,1,0,19.60,47.10
29,35,36,4662,1417,176,8,1,0,19.60,47.00
29,35,36,4752,1442,163,7,1,0,19.60,47.10
29,35,36,4752,1442,163,7,1,0,19.60,47.00
29,35,36,4752,1442,163,7,1,0,19.70,47.00
28,33,34,4599,1391,141,6,1,0,19.60,47.10
28,33,34,4599,1391,141,6,1,0,19.60,47.10
28,33,34,4599,1391,141,6,1,0,19.60,47.10
28,33,34,4479,1363,143,9,1,0,19.70,47.00
28,33,34,4479,1363,143,9,1,0,19.60,47.00
28,33,34,4479,1363,143,9,1,0,19.70,47.10
26,31,32,4179,1286,136,9,1,0,19.60,47.00
26,31,32,4179,1286,136,9,1,0,19.60,47.00
26,31,32,4179,1286,136,9,1,0,19.60,47.00
25,31,32,4092,1266,138,7,1,0,19.60,47.00
25,31,32,4092,1266,138,7,1,0,19.60,47.00
25,31,32,4092,1266,138,7,1,0,19.60,47.00
25,31,32,4122,1269,141,7,1,0,19.60,47.00
25,31,32,4122,1269,141,7,1,0,19.60,46.90
25,31,32,4122,1269,141,7,1,0,19.60,47.00
26,31,32,4233,1301,133,8,1,0,19.60,47.00
26,31,32,4233,1301,133,8,1,0,19.60,47.00
26,31,32,4233,1301,133,8,1,0,19.60,47.00
25,30,31,4152,1275,145,5,0,0,19.60,47.00
25,30,31,4152,1275,145,5,0,0,19.60,47.00
25,30,31,4152,1275,145,5,0,0,19.60,47.00
26,31,32,4284,1318,142,5,0,0,19.70,47.00
26,31,32,4284,1318,142,5,0,0,19.60,47.00
26,31,32,4284,1318,142,5,0,0,19.60,47.10
26,32,33,4350,1340,133,8,0,0,19.60,47.00
26,32,33,4350,1340,133,8,0,0,19.60,47.10
26,32,33,4350,1340,133,8,0,0,19.60,47.00
25,31,31,4131,1272,129,9,0,0,19.60,47.00
25,31,31,4131,1272,129,9,0,0,19.60,47.00
25,31,31,4131,1272,129,9,0,0,19.60,46.90
24,30,31,4053,1245,137,9,0,0,19.60,47.00
24,30,31,4053,1245,137,9,0,0,19.60,47.00
24,30,31,4053,1245,137,9,0,0,19.60,47.00
24,30,30,4020,1237,137,6,0,0,19.60,46.90
24,30,30,4020,1237,137,6,0,0,19.60,46.90
24,30,30,4020,1237,137,6,0,0,19.60,46.90
25,30,31,4056,1254,133,6,0,0,19.60,46.90
25,30,31,4056,1254,133,6,0,0,19.60,47.00
25,30,31,4056,1254,133,6,0,0,19.60,46.90
25,30,30,4089,1267,126,5,0,0,19.60,46.80
25,30,30,4089,1267,126,5,0,0,19.60,46.90
25,30,30,4089,1267,126,5,0,0,19.60,47.00
24,29,29,4068,1260,123,6,0,0,19.60,46.90
24,29,29,4068,1260,123,6,0,0,19.60,46.90
24,29,29,4068,1260,123,6,0,0,19.60,47.00
25,30,30,4026,1249,128,5,0,0,19.60,46.90
25,30,30,4026,1249,128,5,0,0,19.60,46.90
25,30,30,4026,1249,128,5,0,0,19.60,46.90
25,30,31,4017,1241,121,6,1,1,19.60,46.90
25,30,31,4017,1241,121,6,1,1,19.60,47.00
25,30,31,4017,1241,121,6,1,1,19.60,46.90
23,28,29,3879,1198,124,6,1,1,19.60,46.90
23,28,29,3879,1198,124,6,1,1,19.60,46.90
23,28,29,3879,1198,124,6,1,1,19.60,46.90
23,27,28,3822,1181,124,3,1,1,19.60,46.90
23,27,28,3822,1181,124,3,1,1,19.60,46.90
23,27,28,3822,1181,124,3,1,1,19.60,47.00
23,27,28,3903,1208,119,2,1,1,19.60,46.90
24,28,29,3903,1208,119,2,1,1,19.60,46.90
24,28,29,3903,1208,119,2,1,1,19.60,47.00
24,28,29,3930,1209,118,2,1,1,19.60,46.80
24,28,29,3930,1209,118,2,1,1,19.60,46.90
24,28,29,3930,1209,118,2,1,1,19.60,46.90
24,28,29,3858,1180,114,2,1,1,19.60,46.80
23,27,28,3858,1180,114,2,1,1,19.60,46.80
23,27,28,3858,1180,114,2,1,1,19.60,47.00
22,26,27,3744,1133,114,3,2,1,19.60,46.80
23,27,28,3744,1133,114,3,2,1,19.60,46.90
23,27,28,3744,1133,114,3,2,1,19.50,46.90
22,27,28,3615,1091,119,6,2,1,19.60,46.80
21,26,27,3615,1091,119,6,2,1,19.60,46.70
21,26,27,3615,1091,119,6,2,1,19.60,46.80
20,24,26,3474,1044,115,5,2,1,19.60,46.90
20,24,26,3474,1044,115,5,2,1,19.60,46.80
21,25,27,3474,1044,115,5,2,1,19.60,46.90
20,25,26,3405,1028,120,5,2,1,19.60,46.80
20,25,26,3405,1028,120,5,2,1,19.50,46.80
20,25,26,3405,1028,120,5,2,1,19.50,46.70
20,25,26,3426,1035,115,4,1,0,19.60,46.70
20,25,26,3426,1035,115,4,1,0,19.60,46.80
19,24,25,3426,1035,115,4,1,0,19.50,46.70
21,26,27,3789,1131,125,5,1,0,19.60,46.90
23,29,30,4164,1248,135,5,1,0,19.50,46.80
26,32,33,4380,1316,161,5,1,0,19.50,46.90
28,35,36,4761,1422,171,5,1,0,19.50,46.90
29,37,38,4998,1492,178,5,1,0,19.50,46.80
29,37,38,5130,1538,180,7,1,0,19.50,47.00
31,38,39,5340,1606,178,4,1,0,19.60,47.00
32,39,40,5493,1660,180,4,1,0,19.60,47.00
36,44,45,5853,1764,205,4,1,0,19.60,46.90
37,47,47,6093,1842,215,5,1,0,19.60,46.90
36,45,46,5925,1801,205,4,1,0,19.60,47.00
34,42,43,5685,1728,200,5,2,0,19.60,46.90
33,42,43,5598,1696,188,6,2,0,19.50,46.90
33,42,43,5598,1696,188,6,2,0,19.50,47.10
33,42,43,5598,1696,188,6,2,0,19.60,47.10
33,41,42,5508,1689,181,6,2,0,19.50,46.90
33,41,42,5508,1689,181,6,2,0,19.60,46.90
33,41,42,5508,1689,181,6,2,0,19.60,46.90
34,42,43,5625,1724,183,7,3,0,19.50,46.90
34,42,43,5625,1724,183,7,3,0,19.50,46.90
34,42,43,5625,1724,183,7,3,0,19.60,47.00
36,45,46,5949,1832,204,7,2,0,19.50,47.00
37,47,48,6159,1890,219,8,2,0,19.60,46.90
40,49,50,6489,1975,227,8,2,0,19.50,47.00
39,47,51,6348,1934,198,11,5,1,19.50,47.10
38,46,49,6255,1895,188,10,5,1,19.50,47.00
37,45,49,6153,1864,188,10,5,1,19.50,47.10
37,45,47,6105,1832,185,9,4,1,19.50,47.10
37,44,48,6054,1834,190,9,4,1,19.50,47.10
36,44,48,5955,1805,204,9,4,1,19.50,47.10
35,44,46,5811,1763,207,8,3,1,19.50,47.10
34,42,45,5709,1724,196,6,3,1,19.50,47.00
33,43,46,5667,1715,198,10,4,1,19.50,47.10
31,41,45,5331,1627,197,13,5,1,19.50,47.20
31,41,43,5352,1627,206,11,2,0,19.50,47.00
31,41,43,5352,1627,206,11,2,0,19.50,47.10
31,42,44,5346,1623,206,12,2,0,19.60,47.10
31,42,44,5346,1623,206,12,2,0,19.50,47.00
31,42,44,5346,1623,206,12,2,0,19.50,47.10
32,42,45,5364,1633,204,12,2,0,19.50,47.00
31,41,44,5364,1633,204,12,2,0,19.50,47.10
31,41,44,5364,1633,204,12,2,0,19.50,47.10
32,42,45,5472,1679,211,13,2,0,19.50,47.10
32,42,45,5472,1679,211,13,2,0,19.50,47.20
32,42,45,5472,1679,211,13,2,0,19.50,47.10
33,42,45,5544,1689,202,13,2,0,19.50,47.10
34,43,46,5544,1689,202,13,2,0,19.50,47.10
34,43,46,5544,1689,202,13,2,0,19.50,47.00
34,44,46,5679,1726,203,14,2,0,19.50,47.10
33,43,45,5679,1726,203,14,2,0,19.60,47.10
33,43,45,5679,1726,203,14,2,0,19.50,47.20
33,43,45,5643,1717,195,15,2,0,19.50,47.10
33,43,45,5643,1717,195,15,2,0,19.50,47.10
34,44,46,5643,1717,195,15,2,0,19.50,47.10
35,45,47,5862,1784,200,14,2,0,19.50,47.10
58,98,127,9789,3057,716,95,31,13,19.50,47.20
73,121,156,12147,3805,869,115,38,19,19.50,47.20
81,132,169,13407,4195,935,124,41,19,19.50,47.30
103,171,222,16818,5274,1236,170,58,25,19.50,47.40
116,192,245,18693,5853,1371,188,59,26,19.50,47.60
127,208,263,20619,6438,1469,193,60,27,19.50,47.60
140,226,285,22644,7080,1590,203,66,28,19.50,47.60
146,233,293,23613,7382,1631,203,67,28,19.50,47.70
154,246,307,24894,7784,1714,210,70,28,19.50,47.70
158,253,315,25635,8007,1776,216,71,28,19.50,47.70
137,201,238,22107,6847,1270,131,41,15,19.50,47.70
125,179,208,20064,6196,1123,108,33,9,19.50,47.80
118,171,198,19044,5888,1071,99,30,9,19.50,47.70
119,172,199,19044,5888,1071,99,30,9,19.50,47.80
98,135,147,15690,4835,782,55,13,3,19.50,47.60
92,122,134,14709,4520,687,42,15,2,19.50,47.70
90,122,134,14478,4481,698,46,17,2,19.50,47.70
88,118,127,14148,4373,662,41,12,1,19.50,47.60
94,127,138,15015,4653,720,50,14,1,19.50,47.50
98,131,143,15666,4839,725,50,14,4,19.50,47.50
106,141,155,16824,5210,777,54,18,5,19.50,47.40
112,148,164,17634,5478,837,56,21,6,19.50,47.40
114,152,170,18003,5583,858,62,22,6,19.50,47.40
116,154,171,18303,5683,868,61,22,6,19.50,47.50
118,158,175,18741,5831,888,59,22,6,19.50,47.40
115,153,169,18378,5732,859,55,19,6,19.50,47.40
107,140,153,17106,5307,760,46,17,5,19.50,47.30
107,140,153,17106,5307,760,46,17,5,19.60,47.40
107,140,153,17106,5307,760,46,17,5,19.50,47.30
99,129,143,15813,4894,706,43,17,6,19.50,47.30
99,129,143,15813,4894,706,43,17,6,19.60,47.50
99,129,143,15813,4894,706,43,17,6,19.50,47.40
87,111,123,14112,4352,601,34,15,6,19.50,47.40
76,96,105,12324,3809,526,27,12,3,19.50,47.40
62,78,85,10332,3172,412,18,8,2,19.50,47.40
55,68,73,9150,2798,339,15,5,1,19.50,47.50
53,65,68,8748,2677,308,9,4,1,19.50,47.40
47,59,62,8043,2444,277,9,4,1,19.50,47.40
46,57,59,7578,2296,255,9,4,1,19.50,47.50
43,53,56,7053,2138,246,9,4,1,19.50,47.40
40,50,52,6573,1996,236,8,3,1,19.50,47.40
35,44,46,5997,1831,199,5,2,0,19.50,47.40
33,43,45,5748,1751,202,9,2,1,19.50,47.40
32,42,43,5646,1705,191,8,2,1,19.50,47.40
31,41,41,5427,1649,185,8,1,1,19.50,47.20
31,41,41,5427,1649,185,8,1,1,19.50,47.20
31,41,41,5427,1649,185,8,1,1,19.50,47.30
30,39,40,5205,1584,173,8,1,1,19.50,47.20
30,39,40,5205,1584,173,8,1,1,19.50,47.20
30,39,40,5205,1584,173,8,1,1,19.50,47.30
28,37,38,4929,1508,163,9,1,1,19.50,47.20
28,37,38,4929,1508,163,9,1,1,19.50,47.20
28,37,38,4929,1508,163,9,1,1,19.50,47.20
28,37,38,4956,1520,167,9,1,1,19.50,47.30
28,37,38,4956,1520,167,9,1,1,19.50,47.20
28,37,38,4956,1520,167,9,1,1,19.60,47.10
28,36,37,4875,1494,161,8,1,1,19.50,47.30
29,37,38,4875,1494,161,8,1,1,19.50,47.20
29,37,38,4875,1494,161,8,1,1,19.50,47.20
29,37,38,4905,1494,168,10,1,1,19.50,47.20
28,36,37,4905,1494,168,10,1,1,19.50,47.20
28,36,37,4905,1494,168,10,1,1,19.50,47.20
28,36,37,4968,1504,159,11,2,1,19.50,47.10
28,36,37,4968,1504,159,11,2,1,19.50,47.10
28,36,37,4968,1504,159,11,2,1,19.50,47.20
29,37,39,5172,1550,169,14,2,1,19.50,47.20
29,37,39,5172,1550,169,14,2,1,19.50,47.30
30,38,40,5172,1550,169,14,2,1,19.50,47.20
31,39,39,5316,1594,169,9,1,0,19.50,47.20
31,39,39,5316,1594,169,9,1,0,19.50,47.20
30,38,38,5316,1594,169,9,1,0,19.50,47.20
30,38,39,5340,1599,170,9,1,0,19.50,47.30
30,38,39,5340,1599,170,9,1,0,19.50,47.30
30,38,39,5340,1599,170,9,1,0,19.50,47.20
31,38,39,5385,1618,170,8,1,0,19.50,47.10
31,38,39,5385,1618,170,8,1,0,19.50,47.20
32,39,40,5385,1618,170,8,1,0,19.50,47.20
34,41,43,5724,1719,180,9,2,0,19.50,47.20
34,41,43,5724,1719,180,9,2,0,19.50,47.30
33,40,42,5724,1719,180,9,2,0,19.50,47.20
35,43,45,6018,1801,202,11,3,0,19.50,47.20
35,43,45,6018,1801,202,11,3,0,19.50,47.20
35,43,45,6018,1801,202,11,3,0,19.50,47.30
38,46,49,6348,1912,210,14,4,0,19.50,47.30
38,46,49,6348,1912,210,14,4,0,19.50,47.30
38,46,49,6348,1912,210,14,4,0,19.50,47.40
40,48,51,6501,1958,220,15,4,0,19.50,47.30
40,48,51,6501,1958,220,15,4,0,19.50,47.40
40,48,51,6501,1958,220,15,4,0,19.50,47.40
40,48,51,6594,1987,223,12,4,0,19.50,47.40
